Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;Last Trend
US Michigan;9986857;146435;29263;293.0151097588;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3951333506;0.3659235746;0.3691007459;0.3889250814;0.4099317735;0.4051268185;0.3817216554;0.3463381566;0.3146145901;0.2868882834;0.2679935911;0.2502498975;0.2291915012;0.2038110354;0.1780816972;0.1611526887;0.1461181778;0.1365006962;0.128490462;0.1243014747;0.1190288875;0.1140644226;0.111341875;0.1089260401;0.1101117632;0.113143237;0.1190639062;0.1202765183;0.1181164822;0.1148404522;0.1097361715;0.1015845599;0.0924834608;0.0851387576;0.0810736839;0.0804015221;0.0809348479;0.0797744175;0.0788806417;0.0819484735;0
US Minnesota;5639632;206232;1912;33.9029213254;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3404561136;0.2642367443;0.2325488237;0.2204901249;0.246534584;0.2435608445;0.2345605559;0.2123010082;0.1807549759;0.1626914884;0.1545798094;0.1562226876;0.1486908626;0.1400358044;0.1284988175;0.1162758247;0.105064513;0.0992120733;0.1029280386;0.1023728078;0.100856156;0.1047662982;0.1079927836;0.1097070698;0.1176214563;0.1214870399;0.1177113073;0.1051286707;0.0886880948;0
US Mississippi;2976149;121531;3624;121.7680969602;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5871682242;0.5917282357;0.5457186748;0.4763610955;0.3701075388;0.2935053252;0.2504255898;0.2258272496;0.2096992706;0.1803525053;0.1559607742;0.1384966862;0.1290195132;0.1307712836;0.1320092212;0.1341708659;0.1279199398;0.1205953524;0.112282771;0.1087593419;0.1129895221;0.1153702595;0.1193912617;0.1105314554;0.0998851115;0.0916231338;0.0930785063;0
US Missouri;6137428;178040;5111;83.2759260068;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6008418222;0.5517198685;0.5306659277;0.4548474004;0.3918956229;0.3216813438;0.2589949242;0.2140322222;0.1854292586;0.1829215019;0.1892044803;0.1789223337;0.1507619803;0.1253515906;0.1109463545;0.1103927773;0.11619247;0.1170260934;0.1104047772;0.0923934652;0.0803539807;0.0773386898;0.078281907;0.0815295751;0
US Montana;1068778;376962;415;38.8293920721;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3073288509;0.2901868197;0.265843587;0.2880044638;0.302364962;0.3241615792;0.2911243736;0.2269130634;0.1709783355;0.1284973387;0.1128944691;0.1040601363;0.1006640185;0.0930966168;0.0871348287;0.0788351908;0.0759097446;0.0774005288;0.0749838323;0.0732495898;0.0637144146;0.0544978476;0.0459291022;0.0422737863;0
US Nebraska;1934408;198974;952;49.2140231016;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1423119139;0.1310191414;0.1408288703;0.1511967951;0.173478094;0.1833347387;0.1692158339;0.150925847;0.1396146472;0.1493252902;0.1647655333;0.1826801475;0.1945321278;0.2053556309;0.2260029359;0.2405304056;0.2311777513;0.2130232814;0.1874499467;0.1692852834;0.1525746964;0.1462965342;0.1414705959;0.1387603088;0.1363370478;0.133304232;0.1306087629;0.1186223458;0.1040880507;0.0861989742;0
US Nevada;3080156;284332;3321;107.8192143515;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4469690378;0.3452412743;0.2877758577;0.2495090547;0.2597130546;0.2682209946;0.2716117232;0.2518248825;0.2339743611;0.2266155244;0.2304967472;0.2455023497;0.2350797864;0.2251409275;0.2075682928;0.1698688239;0.1433724526;0.1185119833;0.1084010802;0.0972497443;0.0901459576;0.0933599723;0.093274061;0.092609219;0.0852458488;0.083591046;0.0759380023;0.0766645858;0.0771679143;0
US New Hampshire;1359711;23187;1139;83.7678006576;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3355263418;0.3162017207;0.2616544364;0.2348053235;0.2116621045;0.214595396;0.2027697619;0.1927500316;0.1930903765;0.2089493639;0.230662304;0.2424687816;0.2378143603;0.1874767255;0.1470706778;0.1191066253;0.1190986907;0.123188207;0.1196706861;0.1072926314;0.0883518489;0.0729086337;0.0640495181;0.0727700659;0.0783636461;0.0915322913;0.0953220964;0
US New Jersey;8882190;19047;75317;847.9552903057;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4610041809;0.5064277118;0.5174303195;0.5490131465;0.6020813525;0.5643641897;0.5343119233;0.4803338893;0.438917941;0.427716485;0.3915664997;0.3838521441;0.3525006952;0.3397622531;0.3256983594;0.29142089;0.2512798539;0.2145649146;0.1942642759;0.1776994971;0.171228521;0.1604777657;0.1513192034;0.1325317864;0.1142440958;0.1030717012;0.094794788;0.0917051479;0.0899761627;0.0890614403;0.0861916778;0.0830415056;0.081241704;0
US New Mexico;2096829;314161;1484;70.7735347041;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2565212539;0.2641960881;0.2633232088;0.2404499354;0.2077809063;0.1849775028;0.1692835547;0.1710915268;0.1881420237;0.2169312101;0.2412575394;0.2518635525;0.2422174739;0.1990331681;0.157061564;0.1343310716;0.1454339207;0.1570367405;0.1645049046;0.16407986;0.1562081752;0.1487122698;0.1532687665;0.1638723237;0.159462596;0.1380694458;0.1031898916;0.0857958949;0.0750521524;0
US New York;19453561;122057;222284;1142.6391291548;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4189131263;0.3484292596;0.3114660192;0.3169870028;0.3338678528;0.3308166326;0.3728570782;0.4147615088;0.4918432242;0.5801730784;0.5946182883;0.6002279423;0.5444259525;0.4623068901;0.3789808368;0.3050694853;0.2513336798;0.2174251761;0.1957569061;0.1776941132;0.1603699373;0.1432283769;0.1323597974;0.1271308819;0.1235993317;0.1214438052;0.1169053728;0.1085456199;0.0996227722;0.0946125396;0.0944122953;0.0968314946;0.0955253967;0.0899359457;0.0819741036;0.0751956605;0.0733170633;0
US North Carolina;10488084;125920;5465;52.1067527682;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2888125972;0.3032448881;0.3606682351;0.4170602233;0.4380025035;0.3876492805;0.3433791921;0.3071900579;0.2836539453;0.2734368458;0.2583256571;0.2365667593;0.2140403276;0.1975160499;0.1781089191;0.1676728529;0.1493010698;0.1448066704;0.1408789978;0.1372689967;0.1357478204;0.1247082379;0.1189101349;0.1085929846;0.1041141682;0.0982463302;0.1001202097;0.0987031984;0.0862438464;0.078971316;0
US North Dakota;762062;178711;393;51.570607116;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.130769716;0.1312932154;0.1596370673;0.2135523374;0.2456594088;0.2385383559;0.213822708;0.1793071384;0.163216178;0.1477781781;0.1374865534;0.1243470669;0.1117293402;0.1050312467;0.0984504146;0.0934676808;0.0861293102;0.081697705;0.0787879566;0.0795707997;0.0835891612;0.0885217342;0.0964553077;0
US Ohio;11689100;105829;8414;71.9815896861;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3895232116;0.3603090691;0.3719809989;0.3941550561;0.401238644;0.38375683;0.3419470214;0.2968021781;0.2748863081;0.2637414713;0.2571846558;0.2428531001;0.2155317614;0.1895617608;0.1688488609;0.1591038193;0.1555588824;0.1481159146;0.1383101106;0.1241209893;0.1116192138;0.1022717652;0.0964157626;0.0932473623;0.0891452417;0.0880692775;0.0849063667;0.0852408474;0.0888617701;0
US Oklahoma;3956971;177660;2357;59.5657638128;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32781358;0.2281026623;0.2070691547;0.2529090746;0.332541375;0.3921141969;0.4057078589;0.352036837;0.2648474451;0.1987113742;0.1757523956;0.1860713254;0.2005363494;0.2062239417;0.1880822564;0.1560845056;0.1279659222;0.1045219108;0.0976127374;0.0920629591;0.0899637055;0.0873962359;0.0780924422;0.0757073031;0.0743426209;0.0771784235;0
US Oregon;4217737;248608;1736;41.1595127909;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1909120758;0.1952902143;0.1656467908;0.1350581801;0.171535627;0.2141296737;0.2726812238;0.3072161565;0.2904263084;0.2549720226;0.2078644688;0.198428921;0.1962714586;0.2137001467;0.2302260896;0.2268144335;0.2071329774;0.1745918603;0.1514679707;0.1321692852;0.1236595246;0.1188093525;0.1167645373;0.1103375138;0.1004072422;0.0875379441;0.0794085063;0.0739228895;0.0697714208;0.070974731;0.0748516536;0.086224549;0.0869851057;0.082979394;0
US Pennsylvania;12801989;115883;27735;216.6460227391;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4118817926;0.3887872955;0.3132886555;0.2926072874;0.2883431934;0.3347803845;0.3724209025;0.38854642;0.3842469157;0.3598340965;0.340432994;0.3501415777;0.3613940696;0.3612569761;0.3427495129;0.2981668583;0.2560626901;0.2249412724;0.2111068479;0.2069243333;0.2064464053;0.2024139478;0.1917506403;0.1746246711;0.1560225439;0.1445203598;0.1358465643;0.1291218846;0.1193285509;0.1058317963;0.0911880158;0.0788974651;0.072325991;0
US Puerto Rico;3193694;8868;1043;32.6581068819;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2793390077;0.2854265234;0.2787788523;0.2797896621;0.2717539319;0.2799524047;0.3017601542;0.3144128479;0.2989146463;0.260661546;0.2170579959;0.1775113701;0.1531649706;0.1324395259;0.1139575572;0.1047985397;0.1003018329;0.1020207108;0.1050868698;0.1037513003;0.1031663397;0.0886628979;0.0730978761;0
US Rhode Island;1059361;2678;3838;362.2938733822;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1716632277;0.2203298681;0.2709719004;0.2845242867;0.2713538106;0.2493097202;0.2275125782;0.212263416;0.1969146269;0.1965245898;0.2086533951;0.2329340673;0.2526409129;0.2598594899;0.2518359495;0.2153454278;0.1781378174;0.1508077683;0.146203766;0.1528629531;0.1619440928;0.176499522;0.184473355;0.1909103731;0.1901196368;0.1854298466;0.1694640854;0.1488570803;0.1310683693;0
US South Carolina;5148714;77857;3656;71.0080225858;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3697382502;0.3939938891;0.3748460826;0.4008949092;0.3772045827;0.4191690908;0.4270078439;0.3825334014;0.3117509826;0.2140422167;0.1534800706;0.1405337143;0.1637943578;0.19814788;0.2301841848;0.2239643813;0.2058250857;0.184234524;0.1617972521;0.1392672794;0.1170647518;0.101328245;0.0957899781;0.0945575475;0.0943807645;0.0968227266;0.0881314893;0.0751198142;0.0634558032;0.0550862203;0
US South Dakota;884659;196350;1311;148.1926934559;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1292357583;0.1719567062;0.1996556765;0.2520247056;0.2685169372;0.2546895303;0.2488772665;0.2412737495;0.2439221948;0.2208190788;0.2028578505;0.1823691004;0.1809225279;0.1874001835;0.1891392921;0.1825478548;0.1680467759;0.1721835641;0.1791919088;0.188094962;0.1948160292;0.1967852575;0.1999787509;0.1918217726;0.1920780529;0.1870154135;0
US Tennessee;6829174;106798;6262;91.6948374723;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3052654727;0.3087985877;0.355244821;0.4072966854;0.465073924;0.4945851074;0.4657918483;0.3931858233;0.291665958;0.2193939441;0.1894958252;0.1902150466;0.1927279813;0.190128028;0.1808095879;0.1826138249;0.1821172119;0.1730438362;0.1493302636;0.120307002;0.1011630715;0.0920458951;0.0906788341;0.0881804959;0.0869012843;0.0820048363;0.0784873153;0.0759323044;0.0786098158;0.0829445518;0.080824433;0
US Texas;28995881;676587;16455;56.7494396877;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3404561136;0.3347463934;0.302393584;0.2117449004;0.1630749568;0.1911762406;0.2720429774;0.3897550798;0.4340923607;0.3719616769;0.2798582343;0.2890738681;0.3579082117;0.4364713705;0.4864685843;0.3907045061;0.2864679092;0.2108190657;0.1867785063;0.1769168102;0.1759327572;0.1754016369;0.1664535916;0.1477903157;0.1306166382;0.128277884;0.1289708787;0.1354018433;0.1366600862;0.1350415819;0.1190854158;0.0988425758;0.0850679727;0.0755847093;0
US Utah;3205958;212818;2683;83.6879335288;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3173777035;0.2913828974;0.2956548725;0.3161602927;0.3084953096;0.2914097945;0.2524030676;0.2120552981;0.1967757674;0.1963592143;0.2037224895;0.1950601063;0.1726894667;0.1439513706;0.1304821522;0.1287541854;0.1369273922;0.1438597696;0.1301837933;0.1087519619;0.0849408569;0.0766137936;0.0795694526;0.0855860857;0.0825486354;0.0719639808;0.0644331064;0.0612401075;0
US Vermont;623989;23871;768;123.0790927404;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3709337943;0.3610918843;0.3612017427;0.3460454141;0.3075144623;0.2717542932;0.2222781238;0.1772346781;0.1459807612;0.1274962387;0.1162951704;0.1138536535;0.1200401779;0.1319772816;0.1431190495;0.1398586785;0.1222623336;0.098054216;0.081939169;0.0779714254;0.078066147;0.0738991091;0.0636702017;0.0495694972;0.0332296599;0
US Virgin Islands;104425;350;3;2.8728752693;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
US Virgin Islands;104425;350;51;48.8388795786;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0664482441;0.0507639578;0.0885440732;0.1166947643;0.1260031246;0.1173501117;0.0896149593;0.0848979589;0.0906059784;0.1128212765;0.0961095771;0.0737830785;0.0499870659;0.0493056056;0.0583757834;0.0653874659;0.0771933299;0.0526050011;0.02698038;0.0046486347;0
US Virginia;8535519;102279;6889;80.7097963229;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2355809123;0.2105032317;0.2124901761;0.2219911615;0.259371257;0.2795969174;0.287064437;0.2758332369;0.2476226566;0.2475180053;0.2526675746;0.2560859845;0.2467163938;0.2260826281;0.2122381104;0.1984045219;0.1948215952;0.1920539962;0.1863675687;0.1708236806;0.1555401507;0.1414603983;0.1330488349;0.1315156541;0.1334551802;0.1300472448;0.1208236143;0.1123915426;0.1013462086;0.0945273345;0
US Washington;7614893;172119;10783;141.6040908257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4925565282;0.431321691;0.4127649636;0.3927421964;0.3552058556;0.3248118484;0.2722254146;0.2368095926;0.2135800699;0.2008892876;0.1971687936;0.1804629204;0.1685902585;0.1545793439;0.1541248619;0.1491815583;0.1490294134;0.1485378833;0.1447295558;0.1475417305;0.1529170518;0.1657190337;0.168296369;0.1614582116;0.1454370757;0.1297882698;0.1192883734;0.1111434812;0.1076799052;0.1027020683;0.0953390677;0.0868646044;0.0786563542;0.0755039215;0.0717713206;0.0731219643;0.0705902584;0.0627044468;0.0499802377;0.0348464878;0.0288765404;0.0260655111;0
US West Virginia;1792147;62259;739;41.2354566897;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4363519564;0.4681347098;0.3961944238;0.3235993135;0.2482239553;0.2117280169;0.1909671812;0.1833710971;0.170602108;0.1576272829;0.1431574392;0.1448321691;0.1468350107;0.1491419901;0.1482172914;0.1345766417;0.1145377021;0.0844864131;0.0681344968;0.0610139776;0.0643532196;0
US Wisconsin;5822434;140268;3875;66.5529227124;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4402727969;0.4554132722;0.4398441857;0.4073152638;0.3467651108;0.2842331017;0.2303528087;0.1922337614;0.1893363908;0.1969766057;0.1978209891;0.1809219518;0.1544884392;0.1383583361;0.1318183252;0.1323696018;0.1360223952;0.1342893412;0.1224441439;0.1074019258;0.0991752379;0.0915517091;0.0869267933;0.0853835654;0.082084234;0.0773253471;0.0700771705;0.0677713121;0.0678483792;0
US Wyoming;578759;251470;296;51.1439130968;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1414676325;0.1102120504;0.1333681034;0.1788309132;0.2331704071;0.2759348797;0.2540517436;0.2074540747;0.1617959267;0.1457633508;0.1485102093;0.1582309064;0.1668248557;0.1498393302;0.1274007434;0.1034933028;0.0837673834;0.0666818828;0.0862398638;0.0993729853;0.1035017231;0.072639557;0.0273802294;0.017771474;0.0088962086;0
Uganda;45741007;199810;55;0.120242215;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2324046873;0.2010808711;0.1544481172;0.1162094721;0.0788452754;0.0559639503;0.0433231049;0.0445861732;0.04312855;0.0343156567;0.0222820527;0.0151924639;0.0125090474;0.0131225346;0.0177230226;0.029087905;0.0323354565;0.0317016007;0
Ukraine;43733762;579320;4161;9.5143884489;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4778139688;0.4497197126;0.3863850969;0.317498313;0.3404153095;0.3651760335;0.3746222781;0.3401248259;0.2723627675;0.238175103;0.2011132647;0.1950214978;0.1833808517;0.1700767781;0.1423660994;0.1102746506;0.094604272;0.0963935647;0.1233155934;0.1484531858;0.1678259336;0.1662709704;0.1553103541;0.1467019174;0.1378950572;0
United Arab Emirates;9890402;83600;5825;58.8954827114;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1331680071;0.1324479662;0.1318831652;0.1271239742;0.1192298728;0.1130565558;0.1155710103;0.1279874268;0.1386600186;0.13788523;0.1247612321;0.1205444572;0.1448077366;0.192572452;0.2374218279;0.2513912937;0.2335231951;0.189487798;0.1465599273;0.1102555722;0.0858817634;0.0716924666;0.0671927233;0.0645859822;0.0815200168;0.1057771618;0.1304311574;0.1457729153;0.1465550482;0.1664943889;0.2020823791;0.2458360051;0.2619481445;0.2362518951;0.2012239165;0.1777928873;0.1626792434;0.1611948833;0.1708675313;0.1935650361;0.2197615073;0.2393909395;0.2331831248;0.2130387588;0.1936951025;0.1718782969;0.1564112126;0.1461195038;0.1408914846;0.1330426604;0.1247748686;0.1190281758;0.1151364386;0
United Kingdom;67886011;241930;103093;151.8619204183;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0410735585;0.0394890059;0.0380204019;0.0733111998;0.0783258916;0.0888154629;0.101343299;0.1305087811;0.1803951681;0.2499116184;0.3160966526;0.3400129157;0.3690457411;0.3729265551;0.4142818527;0.422501282;0.4005782421;0.3503344631;0.2909266982;0.2518863686;0.2346816511;0.24442254;0.2788635979;0.3051625728;0.2980385748;0.2738912693;0.2509132051;0.2318019539;0.2437060312;0.2590252188;0.2573572656;0.2560447402;0.2291778695;0.2104635007;0.1988474637;0.2094087242;0.2215841286;0.2202101031;0.2046019812;0.1836205553;0.1690280349;0.1602443448;0.1630886023;0.1617477271;0.1544343497;0.1430562225;0.1304911743;0.1205331835;0.1106391477;0.1122525874;0.1140750122;0.1178373744;0.114717111;0.1027997623;0.0937726411;0.0841362853;0
United Kingdom Anguilla;Not defined;Not defined;3;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
United Kingdom Cayman Islands;65722;240;60;91.2936307477;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2740734945;0.28708022;0.2304695002;0.1692913686;0.1198177683;0.1017063516;0.0954909947;0.0846656051;0.067851814;0.0537634939;0.0398416721;0.0356720417;0.0396766662;0.0491069409;0
United Kingdom Falkland Islands (Malvinas);Not defined;Not defined;11;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
United Kingdom Isle of Man;84497;570;284;336.1066073352;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1446467871;0.1432551167;0.1795614921;0.2007085581;0.215283201;0.2270127082;0.2222050262;0.2081735768;0.167076428;0.1263953225;0.0881620606;0.0913112669;0.1026693925;0.1206480054;0.1228624611;0.1094503928;0.0937729224;0.0690529148;0.0740627344;0
