Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27
US Louisiana;4648794;111898;195590;4207.3277499498;0.8481713081;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-4;-6;-8;-12;-16;-20;-33;-45;-59;-69;-83;-86;-61;-70;-102;-33;37;103;171;360;660;806;1143;1603;1991;2509;2700;3141;4224;5321;7994;9084;11229;11714;13539;14879;15557;16743;17652;18370;18925;19319;19760;20149;20670;21191;21630;21959;22459;22739;23096;23531;23913;24245;24487;24760;24939;25279;25584;26263;26661;26849;27110;27415;27791;28023;28187;28738;28910;29119;29349;29940;30749;31071;31332;31641;31908;32203;32446;33621;34013;34115;34233;34865;35097;35529;35815;36194;36573;36902;37323;37704;38071;38489;38905;39382;39711;39933;40478;40878;41308;41805;43088;43420;43962;44485;45396;45629;45857;46102;46490;46943;48276;49138;50060;51389;52100;52820;53658;54650;56717;58076;59780;60732;61683;62755;64655;66481;68308;70921;73064;74359;76041;78230;80248;82486;84641;86170;87699;90868;92532;95258;97504;99527;101419;103311;105630;106725;108412;110079;111850;113545;115240;116320;119907;121334;122609;124059;125356;126653;127197;128328;129453;130565;131833;132410;132987;133535;134141;134899;135800;136685;137268;137850;138461;138998;140521;141177;141742;142537;143333;143642;144305;145440;146236;147029;147714;148398;148698;148943;150483;150931;151665;152295;152925;153402;153763;154354;154824;155777;156229;156681;156915;157661;158265;158837;159517;159969;160420;160646;161169;161763;162302;163099;163534;163969;164171;164697;166835;167350;167586;168168;168750;168793;169457;170319;171044;171807;172375;172943;173136;173818;175157;175909;176587;177063;177539;177754;178666;179744;180119;180528;181058;181588;181856;182992;183980;184646;185482;186101;186721;187088;188379;190267;192160;195590
US Maine;1344212;79883;8449;628.5466875761;0.7500221926;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;14;27;36;46;48;63;79;97;113;135;139;151;192;234;256;283;320;349;403;424;436;464;483;498;516;539;566;583;647;682;718;743;772;791;810;816;827;845;874;902;926;950;958;974;990;1026;1053;1082;1114;1134;1153;1180;1256;1299;1331;1358;1383;1398;1434;1481;1518;1559;1596;1621;1647;1724;1780;1850;1914;1956;1974;2009;2037;2089;2125;2181;2224;2248;2275;2316;2344;2380;2422;2467;2485;2503;2534;2564;2617;2653;2688;2705;2714;2730;2772;2806;2831;2848;2861;2884;2906;2959;2990;3042;3077;3105;3139;3179;3213;3258;3280;3298;3305;3322;3342;3367;3380;3401;3419;3438;3445;3456;3476;3513;3523;3563;3587;3599;3606;3612;3632;3665;3689;3706;3712;3740;3761;3785;3810;3831;3843;3847;3864;3869;3885;3896;3911;3918;3918;3938;3957;3983;4012;4035;4064;4080;4101;4119;4151;4183;4201;4222;4233;4254;4279;4301;4354;4376;4389;4411;4429;4479;4493;4528;4542;4561;4573;4594;4620;4651;4693;4722;4762;4777;4799;4820;4863;4893;4937;4963;5003;5028;5072;5092;5117;5145;5156;5193;5247;5287;5323;5340;5373;5399;5419;5458;5493;5520;5549;5576;5605;5633;5669;5689;5718;5766;5791;5814;5840;5877;5913;5944;5985;6048;6101;6155;6229;6308;6408;6505;6550;6633;6760;6907;7089;7271;7429;7517;7711;7871;8012;8205;8449
US Maryland;6045680;25142;157200;2600.203781874;0.8151074884;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;0;0;-1;1;1;4;5;7;9;7;2;14;33;43;65;89;122;150;189;232;359;519;694;904;1029;1239;1516;1832;2217;2543;2983;3362;3639;4750;5354;6069;6746;7224;7891;8373;8864;9558;10296;10985;11458;12260;12717;13255;14157;14973;16074;16842;17699;18279;18968;19807;21481;22433;23372;24286;24953;25965;27153;28211;29228;30246;30994;31644;32354;33402;34448;35406;36208;37137;38900;39657;40863;41722;42755;43564;44376;44876;45579;46834;48088;49089;49839;50380;51193;51986;52842;53740;54430;54907;55330;55812;56357;57068;57471;58148;58533;58857;59219;59764;60017;60325;60720;61063;61357;61741;62062;62489;62812;63140;63458;63929;64225;64577;65076;65602;65973;66255;66522;66994;67456;68038;68488;69034;69669;70080;70802;71538;72176;72878;73700;74616;75162;76015;76636;77285;78201;79477;80163;81285;81920;82673;83557;84715;85729;86635;87503;88204;88765;89336;90132;90896;91812;92564;93136;93667;94438;95139;95947;96460;96960;97474;97883;98451;99110;99727;100303;100865;101239;101670;102239;102836;103458;103953;104410;105014;105464;106151;106962;107731;108240;109000;109344;109673;110169;110807;111608;112175;112708;113299;113939;114569;115112;115787;116198;116607;116945;117324;117821;118369;118977;119404;119877;120299;120703;121482;122190;122783;123253;123750;124154;124606;125355;126081;126704;127261;127762;128235;128803;129421;130192;130980;131505;131999;132582;133064;133797;134497;135286;136067;136623;137508;138176;139126;140041;140988;141843;142686;143431;144415;145592;147107;148500;149562;150923;152228;153905;155353;157200
US Massachusetts;6892503;20202;172460;2502.138918184;0.7865834747;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-3;-5;-7;-11;-17;-26;-33;-34;-34;-34;-35;-27;-35;-31;0;49;122;177;230;545;1124;1593;2319;3212;3800;4442;5192;6137;7200;8481;9654;10256;11436;12655;14095;16074;18001;19878;22482;23791;24956;26565;28930;31409;33681;35816;37326;38956;40493;43440;46267;48508;49959;51354;53161;54950;56723;58719;60558;62290;63225;64333;65959;67573;69105;70439;71421;72046;72859;73950;75542;76703;78165;79164;80017;80840;81818;82883;83654;84373;85359;85918;86285;86766;87403;87974;88725;89341;93158;93498;93858;94293;94757;95304;95578;95752;95999;96218;96704;97046;97354;97543;97595;97778;98031;98290;98501;98764;98878;99012;99226;99368;99569;99774;100133;100342;100438;100542;100775;100958;101226;101419;101543;101704;101888;102134;102413;102612;102888;103068;103291;103579;103767;103986;104270;104612;104896;105141;105376;105661;105956;106276;106547;106902;107185;107431;107915;108308;108808;109222;109629;109824;110364;110767;110986;111390;111790;112105;112367;112747;113013;113312;113508;113861;114151;114353;114524;115344;115651;116116;116244;116566;116889;117279;117610;117958;118404;118834;119019;119314;119663;119648;119637;119633;119611;119601;119598;119592;119578;119567;119561;119547;119539;119532;119529;119500;119481;119476;119463;119465;119449;119446;119431;119428;119904;120463;121038;121455;121954;122469;123198;123929;124580;125210;125709;126199;126712;127126;127871;128501;129039;129782;130524;131068;131628;132371;132939;133647;134465;135429;136104;137130;138179;139359;140416;141614;142853;143996;145322;146881;148283;149378;150209;151225;152892;154726;156805;159088;160887;162196;164330;166937;169569;172460
US Michigan;9986857;146435;259005;2593.4585826151;0.7003902099;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;27;48;69;90;127;165;215;315;442;616;838;1149;1445;1837;2458;3108;3855;4475;5301;5993;6672;7771;8706;9735;10719;11882;12784;13535;14972;16122;17574;18535;19595;20474;21222;22438;23493;24462;25385;26354;27051;27630;28554;29366;30198;31021;31800;32450;32916;33772;34808;35866;36769;37743;38227;38708;39570;40350;41256;42227;42915;43315;43633;44382;45027;45617;46176;46763;47120;47393;48326;49938;50731;51285;51909;52221;52460;52969;53707;54267;54709;55166;55377;55530;55690;56124;56509;56812;57126;57308;57552;57796;58069;58346;58555;58754;58827;58879;59007;59058;59068;59316;59538;59683;59896;59924;60076;60299;60586;60882;61327;61491;61736;61946;62293;62718;63044;63366;63632;63902;64402;64759;65330;65820;66217;66575;66896;67518;68163;68668;69285;69968;70373;70793;71443;72491;73396;74143;74881;75408;75932;76588;77252;77925;78548;79342;80136;80647;81425;82435;83226;84008;84746;85169;85774;86567;87275;88022;88825;89536;90067;90643;91529;91999;93150;94012;95052;95511;95996;96636;97310;97827;98533;99238;100000;100876;101826;102593;103449;104236;104920;105610;106104;106888;107525;108287;109333;110222;110822;111422;111905;112850;113827;115224;116014;116625;117236;117897;118659;119620;120390;120963;121743;122523;123196;124090;125144;126177;127154;127816;128477;129565;130746;131710;132679;133939;134651;135363;136495;137674;139029;140332;141942;142893;143844;145277;146849;149260;151454;153088;154747;156407;158233;160090;162243;164242;167667;169664;171661;174250;177798;181858;185080;189030;192462;195895;199252;203587;209546;213735;220128;224748;229368;236158;242702;249919;259005
US Minnesota;5639632;206232;203863;3614.8280597032;0.6910586744;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;10;20;41;58;85;119;169;234;252;269;281;303;320;363;410;463;515;583;623;655;748;837;886;962;1008;1037;1083;1187;1272;1355;1437;1511;1562;1592;1726;1864;2002;2143;2297;2393;2495;2762;2997;3273;3762;4254;4569;4934;5596;6174;6830;7453;8044;8362;8680;9495;10119;10724;11510;12189;12460;12674;13489;14135;14830;15588;16357;16669;16966;17927;18760;19512;20456;21215;21584;21924;22316;23080;23721;24279;24708;24867;24993;25562;26032;26532;26914;27295;27449;27576;28020;28441;28767;28977;29017;29013;29011;29223;29406;29814;30180;30528;30961;31412;31716;31955;32240;32595;33083;33496;34009;34319;34755;35158;35644;36051;36302;36555;36984;37545;37997;38562;39161;39960;40667;41156;41550;42113;42713;43373;43824;44550;45451;45797;46291;47044;47807;48602;49455;50102;50574;51223;51961;52724;53443;54195;54802;55395;55995;56849;57386;58294;59085;59699;60014;60461;61138;61864;62550;63287;63850;64189;64736;65419;66234;66964;67675;68386;68793;69315;70454;71291;72299;73218;73890;74376;75100;76129;76964;77865;78570;79204;79577;79831;80209;80670;81532;82251;82882;83279;83724;84620;85695;86595;87884;88806;89282;89946;90852;92015;93475;94540;95441;96243;96927;97991;99154;100570;101592;102560;103494;104370;105621;106998;108500;109919;111086;112206;113556;114687;116959;118633;120337;121955;123032;124061;125597;127272;129497;131146;132697;134838;136690;139518;142626;145598;147767;150703;154153;157913;161783;167157;171753;177621;181523;186378;191195;198369;203863
US Mississippi;2976149;121531;128201;4307.6136309036;0.8639638243;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-2;-5;-4;-7;-4;-4;1;12;24;51;105;164;198;261;310;409;497;570;662;749;826;951;1048;1218;1303;1479;1569;1732;1810;2059;2260;2421;2554;2713;2848;3110;3363;3512;3683;3971;4202;4374;4520;4757;5025;5297;5481;5659;5885;6104;6335;6719;6931;7029;7349;7653;7854;8106;8494;8762;8876;9039;9256;9420;9790;10091;10400;10562;10693;10937;11185;11428;11821;12195;12435;12621;12878;13176;13497;13909;14340;14610;14857;15105;15384;15614;15805;15807;16300;16790;17137;17472;17771;18069;18313;18477;18740;19079;19559;19878;20199;20522;20847;21173;21740;22236;23312;23851;24301;24643;25317;25975;26610;27462;28390;29328;29545;29899;30825;31465;32155;33159;33939;34792;35179;35999;37004;38186;39166;40153;40935;42178;43771;45267;46228;47815;49223;50408;51045;52355;53815;55568;56704;57801;58469;59030;60071;61281;62210;63222;64409;64933;65401;65978;67001;67587;68517;69328;69695;69939;70714;72029;72913;73765;74699;75310;75820;76602;77487;78039;78624;79344;79979;80244;80850;81609;82336;83144;83669;84078;84302;84533;84935;85448;86281;86709;86955;87097;87566;88265;88956;89512;90076;90351;90530;90983;91522;92236;92952;93581;93758;93941;94523;95050;95734;96398;96996;97307;97511;98270;99018;99588;100443;101383;101673;101965;102658;103515;104829;105927;106672;106951;107226;107938;108726;109676;110457;111655;111983;112301;113137;114120;115073;115817;116620;116957;117320;117928;118674;120268;121212;122228;123013;123502;124409;125649;126902;128201
US Missouri;6137428;178040;225567;3675.2691844206;0.7763822728;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-3;-2;-2;-2;-7;-7;-6;-6;-5;-7;-6;-5;5;28;49;56;144;217;298;425;573;729;825;917;1194;1434;1682;1948;2116;2191;2545;2848;3119;3321;3537;3751;3886;4100;4372;4577;4782;4946;5166;5315;5449;5564;5741;5903;6176;6354;6515;6683;6779;6883;7000;7259;7565;7792;8149;8300;8471;8680;8818;8990;9163;9233;9320;9446;9610;9718;9904;10017;10172;10297;10446;10547;10759;10943;11174;11348;11451;11644;11813;11923;12083;12267;12447;12693;12858;13111;13305;13487;13597;13773;13945;14212;14408;14595;14814;15003;15191;15399;15608;15886;16175;16563;16975;17108;17464;17822;18370;18854;19192;19499;19960;20458;20825;21170;21709;22085;22305;22724;23486;24045;24820;25385;25951;26246;26689;27613;28494;29189;30045;30995;31840;32369;33496;34791;36420;38051;39406;40622;41743;43511;45427;47509;48988;49912;50473;51491;52678;53907;54966;55960;56812;57670;58521;59495;61081;62347;63806;64901;65967;67093;67879;69133;70188;71402;72618;73417;74285;74975;76389;77883;79291;80486;81950;82983;84023;85474;86853;88435;90409;91639;92533;93249;94528;95639;97166;99071;100683;102015;103310;104469;106206;107985;109347;110671;112133;113166;114710;116052;117903;119592;120980;122256;122328;123675;125470;126938;128525;129849;130828;131968;133010;134499;136476;141429;142537;143645;144729;145809;147655;149646;151904;153670;155070;156561;157781;159617;161403;164302;166342;167796;169418;171309;174354;176841;179813;182161;184800;186971;189546;193069;196970;201511;205638;208880;212947;216992;221563;225567
US Montana;1068778;376962;43586;4078.115380369;0.7289116329;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;3;4;5;7;11;15;25;28;40;47;65;102;123;148;164;177;201;220;235;255;276;289;307;318;340;351;363;373;380;384;388;399;406;410;417;419;421;423;426;428;429;432;433;435;436;437;438;439;440;441;441;442;442;442;442;443;443;444;445;447;449;451;452;453;454;461;462;461;462;462;462;463;463;467;475;487;496;500;504;505;519;521;523;525;527;533;540;542;551;566;579;587;592;608;633;643;675;694;717;720;743;778;801;823;834;887;933;982;1048;1091;1130;1175;1210;1287;1329;1423;1547;1631;1712;1796;1901;2042;2176;2306;2410;2470;2557;2647;2748;2842;2969;3185;3266;3305;3398;3596;3733;3883;3999;4110;4150;4230;4342;4513;4667;4799;4861;4926;5007;5170;5308;5441;5555;5646;5687;5741;5847;5961;6102;6260;6312;6371;6505;6663;6806;6932;7118;7205;7283;7369;7550;7728;7873;8008;8107;8156;8218;8303;8495;8615;8754;8848;8933;9067;9251;9466;9685;9976;10112;10239;10508;10719;11045;11358;11698;11897;12201;12507;12846;13270;13620;14116;14394;14600;15095;15788;16399;17117;17823;18405;18822;19306;19885;20596;21231;21858;22445;23004;23694;24308;25233;26084;26697;27424;28044;28884;29494;30378;31439;32287;32975;33730;34616;35394;36404;37380;38348;39076;39439;40521;41418;42373;43586
US Nebraska;1934408;198974;91571;4733.7996947903;0.7447703169;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;12;15;16;18;20;22;26;32;40;42;42;49;59;70;79;91;128;154;190;225;255;297;335;381;414;481;522;588;650;738;758;811;837;884;996;1065;1211;1396;1568;1640;1727;2034;2329;2636;2930;3258;3271;3677;4168;4719;5203;5786;5958;6306;6633;7047;7684;8085;8165;8420;8539;8912;9252;9602;10047;10173;10447;10665;10935;11238;11474;11801;11945;12165;12428;12781;13049;13438;13688;13882;14125;14380;14632;14877;15135;15297;15387;15503;15627;15768;16055;16247;16366;16457;16582;16757;16950;17133;17307;17423;17525;17672;17807;17936;18060;18238;18488;18612;18754;18887;19019;19153;19359;19524;19625;19740;19891;20114;20307;20461;20681;20855;21082;21396;21655;21806;22029;22148;22250;22513;22856;23151;23478;23829;24049;24271;24551;24806;25066;25406;25850;26030;26340;26594;26810;27118;27448;27728;27868;28054;28313;28645;28858;29269;29596;29847;29977;30166;30426;30638;30944;31222;31375;31484;31641;31942;32306;32671;33002;33319;33611;33852;34138;34556;35027;35216;35358;35436;35523;36016;36455;36908;37373;37639;37865;38170;38492;38933;39428;39892;40300;40582;40885;41278;41767;42217;42643;43076;43542;44056;44517;45034;45650;46430;46855;47256;47705;48192;48820;49472;50553;51292;51786;52236;52923;53839;54791;56068;56682;57414;58161;58749;59639;60611;61809;62512;63090;63789;64646;65814;67394;68870;69953;70878;71823;73244;75062;77158;79796;81490;83060;84617;86783;88964;91571
US Nevada;3080156;284332;114642;3721.9543425723;0.7835179781;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-2;-2;0;-1;-3;-3;-8;-4;-5;1;9;17;31;36;33;50;50;54;78;111;187;220;310;415;496;610;863;972;1129;1300;1352;1574;1664;1773;1894;2117;2246;2368;2471;2601;2726;2837;2954;3052;3247;3345;3441;3538;3640;3770;3888;4070;4205;4263;4346;4455;4543;4640;4859;4942;5048;5108;5204;5270;5369;5484;5624;5690;5742;5899;5978;6074;6179;6270;6413;6461;6594;6711;6795;6939;7233;7305;7410;7525;7639;7733;7873;8017;8114;8205;8345;8445;8601;8775;8968;9157;9293;9537;9670;9904;10178;10446;10671;10775;11151;11331;11551;11958;12401;12671;12998;13449;14039;14908;15281;15747;16567;17291;17844;18483;19107;20081;20929;21771;22261;23109;23597;24195;25186;26106;26949;27776;28860;29688;31114;32465;33645;34925;35866;36666;37767;39019;39965;40867;41877;42868;43955;44810;45794;47043;48005;49133;50122;51077;51694;52385;53348;54222;55031;55772;56290;56798;57379;58462;59306;60001;60662;61326;61692;62221;63058;63681;64212;64617;65010;65254;65791;66413;67012;67456;67772;68151;68378;68717;69188;69574;70079;70428;70558;70702;70982;71233;71638;71952;72225;72447;72648;72992;73487;73799;74181;74410;74669;75171;75548;76096;76696;77067;77527;77921;78289;78712;79475;79999;80390;80725;81189;81615;82091;82855;83656;84031;84599;85079;85548;86200;86908;87873;88480;89059;89692;90250;91029;91821;92962;93852;94326;95049;95602;96674;97893;98855;99570;100197;101081;102146;103407;104940;106735;108005;108959;110257;111340;112787;114642
US New Hampshire;1359711;23187;13412;986.3860776297;0.6944545125;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4;3;3;5;5;5;11;10;14;22;35;39;48;56;69;92;90;119;137;165;191;291;342;383;415;442;503;583;628;673;746;756;768;832;869;923;957;1074;1147;1215;1234;1258;1306;1402;1448;1477;1556;1599;1656;1731;1800;1868;1904;1987;2145;2258;2416;2435;2454;2550;2644;2739;2802;2951;2990;3025;3076;3232;3272;3314;3351;3401;3465;3603;3662;3806;3834;3863;3907;3937;3985;4078;4177;4227;4331;4362;4423;4465;4545;4682;4692;4703;4737;4789;4831;4844;4885;4932;4977;4985;4993;5063;5075;5110;5139;5163;5176;5187;5212;5284;5304;5326;5369;5379;5390;5408;5427;5460;5479;5498;5515;5532;5550;5568;5582;5615;5644;5658;5680;5702;5750;5768;5786;5809;5831;5844;5876;5899;5996;6017;6048;6080;6087;6091;6121;6190;6201;6210;6236;6266;6291;6313;6389;6402;6410;6431;6457;6490;6519;6548;6556;6572;6585;6603;6617;6638;6659;6674;6701;6716;6725;6760;6781;6811;6818;6838;6859;6884;6909;6930;6986;7009;7037;7055;7095;7134;7181;7213;7257;7274;7308;7339;7373;7419;7477;7504;7508;7544;7559;7595;7631;7666;7716;7752;7776;7808;7854;8069;8131;8178;8212;8262;8331;8408;8514;8619;8644;8668;8802;8871;8944;9031;9142;9211;9262;9344;9433;9508;9624;9749;9838;9906;10040;10149;10273;10386;10585;10714;10820;10946;11059;11302;11505;11733;11976;12186;12406;12634;12954;13412
US New Jersey;8882190;19047;253441;2853.3616146468;0.7763000309;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-2;-2;-4;-7;-12;-15;-18;-23;-29;-45;-57;-78;-90;-141;-119;-88;-97;-48;62;74;269;730;1510;2044;2433;4640;6304;8280;10302;13388;15037;18187;21101;25042;28985;32195;35572;38484;41162;44420;47702;50985;54582;57177;60989;62846;66653;69467;72195;75921;79364;82604;85761;89621;91658;94808;98172;100262;102718;104924;107060;109401;111814;114731;116173;118345;119474;121117;122788;124320;125713;127111;127857;128523;129600;130666;131744;132922;134601;135523;136797;137775;138940;139267;140246;141145;141724;142512;143632;144612;145273;146073;146494;147069;147550;147980;148751;149285;149541;149846;150089;150593;151040;151345;151750;151999;152202;152482;152716;153093;153424;153737;154023;154277;154543;154649;154928;155285;155528;155821;155892;156265;156501;156898;157265;157541;157902;158101;158345;158482;158659;159012;159332;159659;159865;160236;160581;160793;160832;161083;161152;161216;161498;161880;162115;162562;163066;163566;164011;164482;164942;165138;165818;166178;166497;166757;167103;167449;167817;168168;168534;168875;169130;169570;170023;170672;171232;171507;171516;171820;172146;172464;172557;172840;173252;173506;173729;174026;174303;174605;174954;175299;175585;175930;176251;176547;176922;177367;177689;177997;178327;178597;178912;179327;179795;180238;180529;180859;181291;181670;182234;182717;183174;183626;184016;184433;184836;185392;185936;186679;187374;187932;188381;189084;189692;190427;191372;191991;192499;193115;193605;194885;195740;196596;197343;197805;198779;199699;200662;201465;202388;203659;204848;205818;206832;207982;209014;210914;212039;213244;214870;216521;218052;220001;221338;223063;224417;226207;228602;230530;232668;235836;237834;239881;243611;246609;250061;253441
